PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI_Bucket
72.66,141.46,7.08,51.85,33.01,19.8,0.98,9.28,52.61,Moderate
77.65,160.44,6.41,53.96,33.53,22.57,0.95,10.51,57.35,Moderate
74.08,158.74,7.01,53.36,33.57,22.15,1.03,12.71,56.34,Moderate
76.19,162.88,7.06,59.3,36.87,24.42,1.04,17.13,55.98,Moderate
74.76,159.96,10.88,64.97,43.0,25.98,1.09,17.29,52.03,Moderate
70.48,157.0,12.85,59.98,41.95,22.44,1.19,20.89,49.6,Moderate
72.38,141.02,14.16,54.79,40.04,23.14,1.16,13.76,48.64,Moderate
70.98,115.26,3.98,37.89,23.11,23.39,0.83,7.43,50.02,Moderate
65.1,126.51,5.75,39.7,25.41,24.56,0.92,9.12,43.58,Moderate
64.2,128.06,6.13,45.06,28.58,22.08,0.87,10.5,45.85,Moderate
65.86,141.85,11.21,55.84,38.39,25.42,0.99,13.02,37.53,Moderate
61.1,139.54,10.99,56.03,38.21,22.32,0.9,17.29,38.71,Moderate
64.18,143.85,12.5,60.93,42.06,27.24,1.0,23.32,45.46,Moderate
68.52,140.77,9.93,56.67,37.92,25.79,0.95,13.76,44.16,Moderate
72.01,142.1,5.81,50.74,31.43,25.72,0.89,9.28,52.29,Moderate
60.4,117.57,4.36,46.04,27.83,19.96,0.71,6.93,47.74,Moderate
67.07,131.41,4.69,42.71,26.3,24.15,0.71,9.52,45.11,Moderate
68.8,155.17,12.11,54.52,38.56,23.83,0.89,16.47,45.4,Moderate
66.84,155.11,9.3,56.49,37.18,24.19,0.91,19.6,52.7,Moderate
69.43,156.79,7.53,55.38,34.93,26.28,1.45,13.62,52.9,Moderate
68.84,145.17,6.26,49.3,30.72,25.13,0.85,9.02,48.76,Moderate
67.69,149.79,5.49,46.08,28.63,23.34,0.84,8.69,50.19,Moderate
59.46,152.71,7.61,51.91,33.46,20.35,0.68,16.9,51.92,Moderate
53.45,141.76,14.36,59.99,44.33,20.39,1.0,20.33,40.67,Moderate
50.88,129.95,33.83,67.8,63.29,24.5,1.1,22.37,36.26,Moderate
47.46,120.39,21.51,68.01,53.44,21.65,0.99,16.85,36.32,Moderate
43.48,115.8,6.47,53.31,33.42,20.36,0.8,9.51,50.3,Moderate
39.14,105.44,4.91,41.49,25.66,22.91,0.73,9.46,54.21,Moderate
41.79,112.02,6.03,43.96,29.17,25.26,0.73,8.16,56.47,Moderate
48.86,124.69,13.91,58.09,40.94,23.0,0.86,9.68,36.51,Moderate
56.76,135.34,22.03,72.8,56.56,24.6,0.99,13.6,39.53,Moderate
46.18,105.04,14.55,59.37,42.94,28.79,0.84,13.52,34.55,Moderate
50.05,116.97,14.25,55.81,38.89,35.08,0.87,13.92,35.92,Moderate
52.28,119.66,7.15,53.5,32.19,37.24,0.82,13.07,29.39,Moderate
50.55,88.76,3.74,28.9,17.89,27.82,0.6,8.55,34.88,Satisfactory
54.34,87.6,3.15,20.55,12.99,27.37,0.61,6.61,38.74,Moderate
46.38,85.63,2.89,31.98,16.16,54.44,0.61,6.53,44.34,Satisfactory
50.52,100.95,4.19,44.77,22.99,35.31,0.76,8.3,46.28,Satisfactory
52.88,118.54,6.74,48.93,29.9,23.72,0.84,12.88,46.88,Moderate
51.84,116.94,8.45,51.24,33.77,20.48,0.81,17.02,41.68,Moderate
49.86,121.32,10.09,60.23,39.91,20.36,0.92,20.36,39.46,Moderate
55.87,126.08,10.42,58.63,39.49,21.29,1.02,10.27,47.42,Moderate
46.22,112.55,4.17,44.16,26.69,20.45,0.77,7.39,53.02,Moderate
47.64,101.62,4.48,41.75,25.68,20.08,0.74,6.36,50.85,Moderate
54.76,118.2,5.07,46.91,28.9,20.29,0.85,7.37,47.88,Moderate
57.85,131.06,4.83,49.21,29.91,18.86,0.88,8.69,46.5,Moderate
56.99,125.93,5.72,48.0,30.0,18.56,0.85,8.18,48.94,Moderate
43.57,112.47,4.92,43.62,27.02,17.34,0.7,8.22,45.22,Moderate
43.37,105.66,8.22,51.65,33.9,18.26,0.76,7.54,33.06,Moderate
56.87,119.73,22.13,65.82,52.86,19.58,1.09,9.89,40.48,Moderate
57.66,123.59,20.92,67.65,52.81,19.27,1.16,14.95,40.86,Moderate
62.25,139.53,20.73,70.43,54.05,22.7,1.3,12.91,41.99,Moderate
54.84,127.04,14.31,65.26,46.13,21.27,1.12,11.14,37.91,Moderate
52.72,120.49,10.11,56.01,37.83,21.27,1.06,10.18,43.91,Moderate
51.59,122.0,4.25,45.04,27.24,23.4,0.88,9.79,53.05,Moderate
54.72,116.74,7.81,49.19,32.28,20.81,0.94,9.17,50.33,Moderate
47.44,111.76,4.59,45.37,27.82,20.49,0.89,8.88,48.64,Moderate
47.97,104.93,3.86,38.91,23.52,19.42,0.74,9.83,56.45,Moderate
50.78,101.89,5.37,43.04,26.99,21.37,0.79,7.58,53.66,Moderate
53.81,114.59,6.73,49.93,31.44,22.9,0.92,7.22,45.08,Moderate
57.28,120.43,4.89,52.67,31.79,21.26,0.96,6.03,45.57,Moderate
66.37,133.3,4.83,49.74,30.19,23.5,1.02,7.24,50.9,Moderate
53.02,108.18,2.68,35.56,20.92,19.08,0.79,6.94,57.23,Moderate
38.87,96.19,3.74,40.44,24.38,17.31,0.67,5.14,44.39,Satisfactory
39.69,87.82,4.44,41.84,25.69,18.14,0.71,5.62,42.72,Satisfactory
47.34,101.24,5.1,45.05,27.97,19.71,0.85,7.43,49.57,Moderate
47.88,103.11,3.96,37.4,22.92,19.38,0.77,8.79,48.41,Satisfactory
60.25,134.44,3.98,39.37,23.98,23.84,0.86,14.59,43.99,Moderate
51.0,78.33,3.01,33.36,20.02,22.04,0.76,5.86,47.12,Moderate
41.38,71.63,4.13,32.85,20.64,19.52,0.7,4.84,37.7,Satisfactory
48.07,92.55,4.21,41.03,25.09,17.35,0.83,5.87,48.04,Satisfactory
54.74,102.17,5.57,47.03,29.2,22.3,0.87,7.01,47.14,Moderate
57.87,118.46,3.95,45.49,27.17,20.87,0.89,11.32,45.92,Moderate
57.07,139.34,8.9,52.52,34.8,22.99,0.86,13.35,32.33,Moderate
56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,Moderate
59.91,149.81,12.22,63.27,43.32,25.07,1.05,16.63,39.62,Moderate
71.4,150.7,5.3,49.1,30.11,25.92,0.98,10.47,43.09,Moderate
61.47,126.86,3.49,39.51,23.68,20.6,0.84,7.69,44.76,Moderate
59.53,124.78,3.6,44.63,26.49,18.75,0.79,9.57,50.92,Moderate
53.11,113.07,3.09,40.84,24.05,17.08,0.75,9.65,51.24,Moderate
62.27,135.91,4.41,48.19,28.94,20.47,0.91,9.33,48.28,Moderate
54.62,114.81,2.56,40.32,23.3,20.25,0.81,7.54,45.56,Moderate
50.15,112.36,3.36,41.99,24.83,16.41,0.83,7.47,49.61,Moderate
43.05,89.8,3.18,31.47,19.08,17.57,0.63,5.79,48.2,Moderate
37.91,75.96,6.94,38.98,26.19,14.88,0.72,5.28,44.0,Satisfactory
51.35,97.31,4.2,40.96,24.93,16.65,0.78,5.64,41.0,Satisfactory
44.94,91.88,4.18,39.39,24.13,15.22,0.72,5.82,50.85,Moderate
41.51,86.82,4.05,36.55,22.52,14.68,0.67,4.72,43.49,Satisfactory
46.87,103.01,4.94,42.39,26.36,14.83,0.74,5.68,46.02,Satisfactory
35.9,79.03,7.78,50.76,32.78,22.05,0.76,9.13,49.0,Satisfactory
30.27,61.55,4.55,35.94,22.43,21.88,0.67,5.05,44.24,Satisfactory
40.26,91.86,9.17,41.16,28.67,22.13,0.71,6.94,47.22,Satisfactory
35.54,97.46,6.05,38.69,25.31,17.63,0.79,6.42,37.75,Satisfactory
27.63,72.09,5.0,31.01,20.42,16.36,0.68,6.12,31.17,Satisfactory
31.58,79.04,5.41,42.54,26.69,18.9,0.67,7.29,38.29,Satisfactory
25.24,66.21,4.14,33.9,21.17,14.74,0.56,5.19,38.8,Satisfactory
23.05,58.22,3.65,30.02,18.73,14.1,0.69,4.9,40.13,Satisfactory
29.71,63.54,4.63,31.86,20.46,14.46,0.83,5.47,27.82,Satisfactory
45.86,103.38,8.95,45.36,31.05,17.51,0.9,8.34,36.09,Satisfactory
34.29,90.45,4.8,38.79,23.94,13.38,0.72,5.64,41.82,Satisfactory
37.19,92.25,5.22,35.18,22.78,17.25,0.61,9.98,45.82,Satisfactory
43.52,118.3,11.25,44.05,32.35,14.75,0.77,10.51,39.18,Moderate
42.38,120.61,14.73,44.88,35.01,14.67,0.86,9.2,37.27,Moderate
49.14,139.55,14.17,51.13,38.23,19.44,0.9,10.1,31.15,Moderate
42.97,110.65,4.45,39.3,24.29,16.81,0.75,7.55,43.31,Moderate
33.12,80.06,2.99,28.02,17.0,15.06,0.56,6.52,49.31,Satisfactory
33.09,95.19,3.63,35.48,21.62,13.69,0.54,6.92,51.74,Satisfactory
35.61,86.24,2.81,29.59,17.69,15.82,0.6,6.07,53.56,Moderate
38.11,92.67,3.23,35.66,21.42,13.51,0.62,6.99,52.61,Satisfactory
39.78,99.47,3.35,35.85,21.56,13.68,0.68,7.12,52.49,Moderate
39.85,86.22,2.74,30.66,18.35,11.79,0.52,6.84,46.38,Satisfactory
43.44,95.6,3.02,30.99,18.74,12.35,0.59,7.72,49.28,Moderate
44.84,106.84,7.3,39.52,26.63,17.29,0.7,9.74,44.31,Moderate
43.83,133.09,2.21,32.08,20.1,15.39,0.57,7.94,45.47,Moderate
36.08,95.82,5.67,31.21,18.75,15.34,0.7,5.92,48.88,Moderate
31.39,86.12,3.83,27.73,16.39,14.98,0.56,5.45,48.87,Satisfactory
19.59,48.18,4.72,31.67,20.45,12.8,0.62,6.1,50.95,Satisfactory
28.81,68.37,2.77,30.11,18.07,11.83,0.6,5.94,51.31,Satisfactory
31.91,81.65,2.73,28.95,17.4,11.68,0.58,6.47,47.6,Satisfactory
33.68,93.43,2.68,28.72,17.24,12.24,0.58,6.91,51.78,Satisfactory
43.05,110.15,4.18,43.5,27.32,17.7,0.97,7.8,46.9,Moderate
44.32,101.87,3.44,37.73,22.67,15.48,0.67,6.11,43.87,Moderate
33.83,74.91,3.68,31.53,19.53,15.07,0.63,5.28,45.59,Moderate
32.76,80.97,2.6,31.48,18.67,13.05,0.66,6.44,50.78,Satisfactory
33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,Satisfactory
31.85,76.51,2.78,32.48,19.38,11.93,0.74,6.11,61.46,Moderate
29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,Satisfactory
24.49,46.54,2.67,24.04,14.76,12.94,0.68,4.84,51.51,Satisfactory
41.89,90.88,1.84,33.42,21.61,12.94,0.78,8.26,48.44,Satisfactory
43.47,103.29,5.47,41.31,26.17,16.08,0.9,9.18,39.03,Moderate
37.31,88.67,4.13,35.51,21.97,17.26,0.62,6.93,45.12,Satisfactory
47.42,136.63,4.4,37.25,23.1,19.61,0.69,8.04,46.38,Moderate
38.59,106.87,2.41,29.22,17.35,12.49,0.62,6.25,62.1,Moderate
48.33,137.04,1.95,32.24,18.72,14.11,0.91,6.97,59.66,Moderate
42.68,108.84,1.61,27.06,15.7,13.64,0.69,7.04,56.37,Moderate
47.5,122.16,2.07,33.71,19.55,14.03,0.83,6.22,52.86,Moderate
36.41,93.09,4.43,32.39,20.82,13.99,0.78,6.42,47.17,Moderate
42.17,108.46,2.82,31.54,18.88,13.05,0.76,6.99,55.12,Moderate
23.65,67.93,4.09,25.79,16.85,11.4,0.69,4.39,36.5,Satisfactory
26.11,69.28,3.38,26.65,16.54,12.52,0.78,6.26,49.07,Satisfactory
31.17,76.56,2.96,25.45,15.75,10.77,0.72,5.77,45.6,Satisfactory
34.68,91.62,3.27,28.48,17.59,12.87,0.64,6.41,46.07,Satisfactory
31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,Satisfactory
32.57,83.68,2.85,25.25,15.51,13.47,0.83,5.81,45.54,Satisfactory
37.26,77.09,2.92,31.53,18.61,18.36,0.64,6.76,52.89,Moderate
36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,Satisfactory
34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,Satisfactory
30.95,64.8,5.15,26.22,19.01,17.29,0.56,7.1,57.7,Satisfactory
31.51,67.42,3.15,30.16,18.39,14.27,0.62,7.18,48.4,Satisfactory
31.33,62.83,2.43,29.59,17.68,18.13,0.64,7.06,47.76,Satisfactory
19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,Satisfactory
19.43,33.87,2.41,22.16,13.55,13.75,0.71,6.1,40.15,Satisfactory
20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,Satisfactory
16.49,32.8,3.39,20.62,13.49,15.21,0.64,7.35,22.52,Satisfactory
22.31,55.94,4.49,23.24,15.72,17.96,0.66,8.45,18.82,Satisfactory
29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,Satisfactory
30.85,89.47,2.88,21.31,13.57,18.8,0.6,7.58,19.6,Satisfactory
34.44,92.58,3.06,23.31,14.67,18.51,0.54,8.26,17.53,Satisfactory
27.83,86.25,2.8,20.05,12.92,22.11,0.57,9.66,20.79,Satisfactory
22.9,63.65,2.23,20.48,13.35,12.77,0.6,8.96,22.0,Satisfactory
21.99,66.18,2.72,20.32,12.88,15.69,0.57,9.83,19.71,Satisfactory
17.2,48.97,2.58,20.17,12.01,13.71,0.58,8.6,19.88,Satisfactory
14.61,29.85,1.97,18.2,10.99,8.52,0.53,6.94,23.9,Good
15.27,26.79,2.55,21.39,13.31,8.28,0.44,6.5,27.49,Satisfactory
10.31,33.35,1.76,22.02,12.97,9.33,0.46,6.21,27.79,Satisfactory
21.26,45.55,2.2,28.03,16.4,13.37,0.49,6.19,25.78,Satisfactory
20.07,34.46,2.75,23.78,14.39,13.84,0.36,6.35,23.59,Satisfactory
16.99,37.87,3.05,20.56,13.25,13.2,0.23,6.42,19.13,Good
16.31,41.38,2.77,20.7,13.14,10.75,0.27,6.36,17.31,Good
16.23,41.54,3.95,23.21,15.22,12.73,0.26,5.93,17.5,Good
17.64,46.04,4.42,28.07,18.17,15.93,0.26,4.6,15.07,Good
18.93,50.36,4.19,24.39,16.02,12.61,0.28,5.05,17.65,Good
18.18,57.2,3.48,22.68,14.57,9.63,0.3,5.38,23.37,Satisfactory
20.85,57.03,6.27,26.4,18.78,14.04,0.33,6.64,22.0,Satisfactory
16.91,39.49,3.41,27.03,16.84,14.34,0.3,7.1,25.21,Satisfactory
16.48,42.25,3.82,24.21,15.61,9.17,0.24,5.74,23.96,Satisfactory
16.28,41.16,3.42,23.43,14.97,12.43,0.26,5.56,22.53,Satisfactory
15.97,58.87,3.7,22.07,14.46,10.13,0.35,5.95,21.98,Satisfactory
13.22,40.07,4.16,22.74,15.17,10.6,0.25,6.07,20.08,Satisfactory
20.05,48.6,4.7,26.0,17.26,11.89,0.3,5.06,18.73,Good
22.74,51.43,4.4,27.25,17.7,22.28,0.34,5.19,18.53,Satisfactory
19.92,45.9,4.05,25.11,16.11,27.07,0.28,5.61,20.17,Satisfactory
16.63,36.37,4.05,23.21,15.32,21.08,0.22,5.45,18.43,Good
19.7,44.03,4.15,21.7,14.62,13.74,0.25,5.47,16.26,Good
19.05,45.74,4.55,23.04,15.63,11.45,0.3,4.83,19.91,Satisfactory
11.93,16.09,4.73,22.14,15.24,19.37,0.25,4.96,20.46,Good
13.21,26.26,4.5,20.22,14.07,10.32,0.27,6.21,15.7,Good
17.97,40.97,5.45,26.02,17.84,11.15,0.28,6.88,15.88,Good
16.12,39.28,5.46,25.58,17.67,11.51,0.31,6.66,21.52,Satisfactory
11.04,20.0,5.27,21.19,15.02,17.01,0.37,8.75,16.13,Satisfactory
12.14,26.59,4.39,20.54,14.0,9.09,0.26,6.46,14.86,Good
14.13,36.01,4.36,22.64,15.15,13.41,0.27,6.95,13.58,Good
14.39,38.34,4.55,21.97,15.57,9.65,0.26,7.32,14.75,Good
12.58,32.59,4.27,22.18,14.61,17.89,0.31,9.52,13.12,Good
19.61,51.45,2.81,23.18,14.44,13.67,0.3,9.11,15.35,Good
19.54,54.49,3.74,22.42,14.56,27.32,0.28,9.22,14.36,Satisfactory
17.69,53.6,4.08,21.69,14.24,14.25,0.26,7.41,15.37,Good
15.64,44.78,4.72,21.03,14.68,12.57,0.32,5.87,15.58,Satisfactory
17.88,53.74,5.11,20.4,14.67,13.38,0.26,6.55,16.66,Satisfactory
14.41,42.62,9.34,20.64,18.69,13.72,0.29,7.06,16.19,Satisfactory
14.52,43.56,7.62,24.38,18.52,13.04,0.27,6.46,17.72,Satisfactory
18.23,55.98,8.1,22.38,18.1,16.11,0.28,6.09,18.44,Satisfactory
26.09,74.2,5.93,28.86,19.71,20.93,0.38,7.2,16.26,Satisfactory
26.02,84.97,5.11,25.61,17.39,25.84,0.32,6.79,17.7,Satisfactory
19.21,66.84,5.24,25.13,17.24,22.86,0.27,6.8,17.22,Satisfactory
21.88,75.6,4.48,25.54,16.46,13.51,0.28,6.2,16.38,Satisfactory
25.77,76.03,6.01,27.27,18.33,14.81,0.36,6.61,13.63,Satisfactory
30.8,101.48,6.15,28.85,19.13,16.33,0.31,7.02,15.42,Satisfactory
23.43,76.16,5.63,25.39,17.64,18.24,0.28,6.63,16.46,Satisfactory
20.2,55.76,5.68,27.06,18.56,13.47,0.31,6.37,16.05,Satisfactory
26.91,71.45,5.0,23.75,16.3,18.49,0.29,7.05,16.55,Satisfactory
18.92,55.72,4.71,24.24,16.08,16.94,0.3,8.15,13.97,Satisfactory
16.17,46.48,4.84,24.82,16.46,23.83,0.28,7.42,13.81,Satisfactory
18.07,37.67,8.38,27.7,21.0,14.77,0.36,5.9,12.64,Good
17.09,41.09,6.04,24.89,17.3,17.35,0.31,6.07,14.98,Good
16.39,29.84,7.35,24.46,18.46,16.95,0.28,6.09,11.86,Good
11.98,28.35,6.15,18.71,14.38,22.8,0.31,6.15,14.52,Good
11.66,24.68,5.61,17.79,13.61,15.41,0.32,6.65,13.69,Good
16.97,46.65,8.16,27.16,20.02,13.27,0.31,7.29,10.2,Good
22.11,68.81,4.1,17.62,12.18,23.04,0.35,10.13,11.99,Satisfactory
7.78,10.87,3.77,19.87,13.35,11.71,0.3,5.69,15.01,Good
18.56,46.57,4.25,20.71,14.14,11.21,0.3,7.17,18.05,Good
15.3,41.14,4.16,17.73,12.67,13.6,0.29,8.0,18.6,Good
15.28,34.82,11.75,24.8,21.07,15.8,0.32,6.84,15.02,Good
13.19,31.47,5.97,21.95,15.99,17.78,0.27,5.98,14.53,Good
10.08,23.02,5.47,19.61,14.4,14.88,0.25,6.73,14.24,Good
10.33,29.62,6.19,22.71,16.5,12.65,0.29,8.08,13.14,Good
12.51,38.94,6.62,23.7,17.2,16.78,0.29,8.73,11.2,Good
14.36,56.52,5.88,24.14,16.98,18.06,0.31,8.55,12.62,Good
15.34,55.37,7.06,25.68,18.74,16.07,0.29,7.55,12.26,Satisfactory
14.61,45.18,5.98,24.79,17.43,18.28,0.27,7.85,11.18,Good
15.31,40.27,9.65,27.1,21.01,13.22,0.3,7.61,9.29,Good
16.51,45.72,6.63,27.6,19.35,10.85,0.28,6.97,12.08,Good
20.98,64.42,6.11,26.87,18.67,12.12,0.29,8.39,15.33,Satisfactory
24.66,82.96,7.02,26.52,19.13,11.46,0.29,8.85,18.68,Satisfactory
22.43,75.11,6.2,27.25,18.9,10.92,0.3,7.13,15.88,Satisfactory
23.16,71.26,6.01,26.37,18.32,10.23,0.31,8.74,15.43,Satisfactory
18.51,47.92,7.14,25.86,19.12,13.55,0.34,6.4,14.04,Good
15.84,39.37,7.38,23.73,18.24,21.2,0.34,7.13,13.7,Good
20.36,66.88,7.58,25.6,19.27,14.84,0.31,7.74,13.86,Good
27.05,87.39,5.13,26.36,17.59,11.1,0.38,8.05,14.3,Satisfactory
25.36,83.21,4.74,26.76,17.54,12.31,0.31,7.84,14.29,Satisfactory
25.42,79.97,5.01,22.74,15.82,14.25,0.32,7.79,17.95,Satisfactory
21.61,55.67,4.94,18.35,13.78,16.15,0.33,9.3,19.94,Satisfactory
34.85,91.9,9.53,24.19,20.62,13.82,0.42,8.8,23.55,Satisfactory
38.35,94.94,6.64,32.15,22.32,13.3,0.46,7.75,27.14,Satisfactory
33.85,66.55,7.83,38.45,26.5,13.33,0.57,6.42,25.02,Satisfactory
35.06,53.38,10.31,35.45,26.63,15.82,0.59,5.67,20.9,Satisfactory
41.83,77.55,11.55,36.44,28.14,13.71,0.6,6.0,21.97,Satisfactory
42.24,85.86,5.8,36.56,23.67,13.25,0.53,7.04,30.31,Satisfactory
43.69,89.53,6.25,36.45,24.05,14.45,0.51,6.77,27.22,Satisfactory
48.98,89.05,8.74,33.93,24.38,21.78,0.5,7.78,22.86,Moderate
35.58,61.65,4.05,22.67,14.98,18.61,0.41,8.41,24.49,Satisfactory
39.68,63.97,5.07,25.48,17.48,14.17,0.45,6.81,21.89,Satisfactory
38.6,84.63,6.3,31.56,20.98,16.06,0.45,6.9,21.57,Satisfactory
40.88,97.71,3.8,30.3,18.92,13.54,0.42,7.14,23.53,Satisfactory
37.91,78.9,5.26,27.55,17.69,22.26,0.38,8.39,21.72,Satisfactory
27.29,58.1,3.66,23.11,14.88,15.98,0.34,6.23,27.07,Satisfactory
32.25,62.49,3.76,27.46,17.34,14.76,0.44,6.13,28.19,Satisfactory
34.94,68.68,7.01,36.88,25.03,12.23,0.62,5.85,21.51,Satisfactory
41.46,86.95,10.7,38.18,28.61,14.0,0.66,6.42,20.19,Satisfactory
53.68,107.41,19.37,44.83,39.13,17.8,0.8,8.2,16.94,Moderate
43.09,78.57,7.32,36.52,24.46,15.36,0.54,6.93,24.45,Satisfactory
45.92,99.06,12.36,38.03,29.38,16.4,0.58,7.03,15.53,Satisfactory
55.39,107.62,18.14,38.38,33.21,18.0,0.64,7.08,17.26,Satisfactory
67.69,129.23,17.39,37.28,32.15,22.86,0.62,9.16,24.96,Moderate
63.16,122.8,6.21,38.16,24.9,17.1,0.5,7.78,23.41,Moderate
37.8,80.37,8.25,33.16,23.67,14.39,0.49,5.89,22.58,Satisfactory
36.5,79.0,5.25,32.41,21.14,13.47,0.45,5.74,23.91,Satisfactory
39.63,85.85,6.61,33.83,22.06,14.36,0.45,5.14,24.63,Satisfactory
39.8,103.38,5.91,34.47,22.39,13.88,0.43,6.26,29.57,Satisfactory
56.36,136.25,7.79,42.33,27.18,15.35,0.56,8.43,29.21,Moderate
65.91,139.95,5.65,39.75,25.24,16.63,0.5,6.99,29.27,Moderate
64.44,144.33,6.46,40.33,25.58,15.8,0.56,9.45,28.65,Moderate
60.07,146.71,8.4,46.53,31.0,18.89,0.54,17.26,23.73,Moderate
56.5,150.65,7.83,48.32,31.61,15.44,0.48,13.82,21.94,Moderate
52.63,148.36,5.23,43.03,26.79,22.61,0.46,14.89,25.52,Moderate
54.39,132.24,6.33,42.79,26.64,18.36,0.53,13.5,27.9,Moderate
58.56,130.27,13.85,46.54,34.65,15.35,0.64,10.8,21.39,Moderate
54.35,111.45,6.53,36.76,24.31,14.78,0.47,9.08,27.41,Moderate
58.24,107.55,4.47,35.21,25.04,14.13,0.53,9.14,28.29,Satisfactory
53.26,90.41,6.11,32.39,20.97,13.5,0.46,4.76,26.04,Moderate
41.03,53.89,6.99,34.67,23.8,12.6,0.58,4.21,19.11,Satisfactory
40.35,57.72,6.18,31.81,21.6,11.42,0.55,3.64,21.12,Satisfactory
43.99,80.57,9.66,37.92,26.85,9.8,0.52,3.92,24.15,Satisfactory
58.44,128.56,8.23,47.2,31.47,12.06,0.68,6.19,26.5,Moderate
61.34,131.27,6.33,44.57,28.44,11.97,0.61,5.23,26.96,Moderate
66.82,144.33,10.4,51.4,35.41,17.06,0.72,9.47,27.86,Moderate
67.12,139.91,5.57,45.12,28.2,12.98,0.67,6.04,30.64,Moderate
67.52,125.13,5.09,46.11,28.34,15.3,0.89,6.88,28.14,Moderate
60.72,124.74,8.06,45.35,30.25,10.89,0.61,8.39,28.84,Moderate
48.68,123.62,6.28,47.97,30.17,8.4,0.46,11.76,31.72,Moderate
57.44,145.22,13.24,60.75,42.38,10.5,0.68,16.45,27.8,Moderate
56.51,134.88,10.74,46.84,33.18,12.03,0.55,14.29,36.66,Moderate
56.02,130.4,4.14,46.3,27.61,10.69,0.5,19.41,41.62,Moderate
57.32,121.32,5.54,47.35,28.61,11.99,0.58,14.14,41.46,Moderate
56.98,120.91,8.65,47.69,32.11,11.49,0.56,14.98,34.51,Moderate
50.87,109.17,9.71,45.19,30.38,11.95,0.59,11.42,26.9,Moderate
34.07,76.12,8.83,37.54,25.92,11.79,0.56,6.15,19.95,Satisfactory
25.96,59.8,6.81,32.84,22.01,10.51,0.48,4.13,23.14,Satisfactory
24.88,48.95,4.85,30.95,20.14,9.51,0.51,3.89,25.91,Satisfactory
32.8,68.87,5.38,36.41,23.46,8.99,0.53,4.62,27.53,Satisfactory
44.66,94.97,5.82,39.76,25.0,9.87,0.58,5.76,31.15,Satisfactory
54.63,103.16,4.8,38.84,23.63,10.34,0.52,8.73,34.91,Satisfactory
59.82,109.93,3.82,35.89,21.32,10.25,0.55,7.39,41.0,Moderate
64.36,125.75,4.45,42.33,25.9,9.96,0.54,10.52,36.77,Moderate
69.5,136.07,4.22,44.02,26.57,10.22,0.58,16.11,42.35,Moderate
61.15,129.81,4.84,44.85,27.54,9.52,0.58,18.58,44.0,Moderate
62.68,148.54,7.17,50.55,31.73,9.49,0.58,27.46,43.16,Moderate
66.08,150.01,10.08,56.68,37.98,11.75,0.68,32.99,34.36,Moderate
67.28,159.01,10.49,60.17,39.93,12.04,0.76,28.68,35.17,Moderate
58.4,140.37,9.82,52.31,35.35,11.78,0.73,23.55,30.37,Moderate
46.2,115.57,7.78,45.12,29.83,12.59,0.61,14.26,25.38,Moderate
23.09,59.77,6.46,32.04,21.93,11.7,0.47,4.64,20.36,Satisfactory
19.06,50.4,7.14,29.19,20.29,9.77,0.43,4.63,18.99,Satisfactory
26.04,61.77,5.61,32.18,21.29,9.11,0.45,4.53,21.05,Satisfactory
52.12,112.36,7.09,43.52,27.66,9.7,0.58,9.77,29.47,Satisfactory
63.08,139.98,5.82,44.09,27.7,9.74,0.58,13.92,36.71,Moderate
66.0,137.89,4.81,46.07,28.06,9.64,0.6,9.72,34.42,Moderate
71.81,147.11,7.22,47.8,30.04,10.43,0.65,15.7,32.72,Moderate
72.98,155.13,8.56,53.95,34.44,10.78,0.72,15.99,36.63,Moderate
69.28,149.67,4.95,50.29,30.48,9.59,0.64,16.75,46.4,Moderate
63.01,150.75,5.59,53.44,32.61,8.97,0.67,18.36,44.11,Moderate
69.91,152.94,6.32,59.24,35.57,10.25,0.74,11.85,41.07,Moderate
73.48,155.16,6.86,59.43,36.14,11.11,0.77,8.85,43.73,Moderate
72.26,153.14,11.19,65.02,43.12,11.13,0.81,14.12,34.93,Moderate
67.69,145.96,7.06,56.72,34.75,10.92,0.67,20.32,40.48,Moderate
69.94,147.06,6.95,56.11,35.06,10.94,0.72,13.09,35.54,Moderate
71.17,145.82,7.24,52.98,33.02,12.06,0.74,9.29,34.25,Moderate
74.62,145.29,5.43,48.78,30.02,12.31,0.75,7.79,36.37,Moderate
77.72,147.65,6.32,47.55,29.22,12.49,0.76,8.53,37.26,Moderate
67.3,118.13,3.28,40.48,24.04,11.3,0.7,5.66,33.84,Moderate
62.87,111.3,5.26,41.39,25.89,11.58,0.74,4.21,29.75,Moderate
61.66,92.8,3.74,32.11,19.87,11.09,0.64,4.65,31.2,Moderate
76.14,122.93,4.44,34.16,20.56,12.1,0.71,4.23,36.84,Moderate
